state,county,netprice
Wisconsin,Walworth County,78191.1548
Kentucky,Boyd County,50607.1793
Indiana,Vermillion County,6241.406
Kansas,Wabaunsee County,5649.3391
North Carolina,Yancey County,10514.1169
Indiana,Carroll County,70920.7726
Mississippi,Neshoba County,6880.5494
Wisconsin,Price County,3123.6717
Indiana,Posey County,83300.6292
Colorado,Boulder County,119820.7179
Florida,Clay County,74550.7015
Oklahoma,Nowata County,2880.3828
Michigan,Washtenaw County,55419.6032
Michigan,Saginaw County,31804.6016
Georgia,Mitchell County,8020.4155
Indiana,Vigo County,38148.901
Ohio,Butler County,82205.5503
Iowa,Louisa County,12599.0711
Colorado,Phillips County,178228.6996
New York,Nassau County,87714.5526
South Carolina,York County,25855.311
Utah,Juab County,31390.2907
Oklahoma,Kingfisher County,7026.1246
Ohio,Greene County,72128.4761
Texas,Comanche County,4910.6713
Iowa,Harrison County,9108.9458
Missouri,Atchison County,5274.5
Florida,Seminole County,176599.0714
Texas,Coryell County,13457.3916
Utah,Sevier County,3366.4669
Maryland,Wicomico County,44234.3881
New York,Cayuga County,40816.9032
West Virginia,Wyoming County,11435.9268
Oklahoma,Harper County,1422.4167
California,Sonoma County,7352941.1765
North Carolina,Rowan County,23860.3945
Ohio,Seneca County,26497.5823
New York,Queens County,7230.7145
Illinois,Washington County,10980.1095
Texas,Williamson County,38505.7198
New York,Otsego County,10187.2009
Texas,Kerr County,13402.8183
Wisconsin,Florence County,5608.3381
Colorado,Pueblo County,3580.6711
Iowa,Pottawattamie County,35561.1973
Nebraska,Gage County,10389.802
Alabama,Cleburne County,6912.7636
Georgia,Paulding County,49009.9275
Kentucky,Wayne County,16938.4053
Michigan,Saint Joseph County,29908.0011
Kansas,Jewell County,7020.359
Illinois,Jackson County,22071.2757
Michigan,Bay County,33903.4408
Kansas,Lyon County,16346.8005
Kentucky,Webster County,23884.136
Minnesota,Kandiyohi County,50011.6034
Louisiana,Grant Parish,3781.2201
Tennessee,Gibson County,11763.0265
South Carolina,Clarendon County,12781.4442
Kentucky,Jefferson County,114762.6471
Montana,Gallatin County,23096.0547
North Dakota,McKenzie County,433885.6122
Idaho,Custer County,22716.432
Tennessee,Perry County,1900.3381
Idaho,Caribou County,4133.4121
Ohio,Athens County,21234.9116
Arkansas,Scott County,5248.3275
West Virginia,Monongalia County,75231.3385
Texas,Cherokee County,9341.8825
Nebraska,Logan County,1820.9291
Michigan,Oceana County,17941.4487
New York,Niagara County,36588.7296
Ohio,Knox County,34766.5065
Illinois,Massac County,31564.4749
Pennsylvania,Westmoreland County,22981.11
Tennessee,Hamblen County,46064.6524
South Dakota,Ziebach County,1349.9999
Minnesota,Lake County,1690.7506
Minnesota,Polk County,34362.7637
Iowa,Greene County,16836.524
Minnesota,Murray County,31720.7384
Kansas,Barton County,10371.3311
Colorado,Pitkin County,80131.0516
Tennessee,Chester County,6967.8592
South Dakota,Turner County,60047.4712
Arkansas,Perry County,5627.3654
Missouri,Gentry County,4830.4093
Nebraska,Cuming County,63354.6035
Illinois,Fulton County,5658.5054
New York,Chautauqua County,16908.1177
Montana,Carbon County,4140.7048
Virginia,Augusta County,30922.7657
Georgia,Wilcox County,2535.833
Louisiana,East Baton Rouge Parish,65345.9543
Texas,Wichita County,2239.3146
Iowa,Plymouth County,204266.6929
Kentucky,Grant County,20348.6187
Virginia,Henry County,4420.2223
Kansas,Brown County,6414.3911
Virginia,Halifax County,5863.323
Texas,Bailey County,1746.9023
Texas,Victoria County,19006.6582
Arkansas,Lawrence County,9077.9334
Virginia,Russell County,9223.6139
Georgia,Clinch County,1751.3211
Minnesota,Faribault County,9926.0225
Illinois,Lake County,196568.5252
Kansas,Johnson County,146024.1657
Virginia,Harrisonburg City County,172730.6878
Iowa,Guthrie County,21320.2532
Kentucky,Union County,73465.4472
Florida,Saint Lucie County,20172.5788
Ohio,Coshocton County,16338.4952
New York,Rensselaer County,13299.592
South Dakota,Bon Homme County,116891.8919
Iowa,Scott County,58405.2116
Texas,Collingsworth County,1471.4984
Missouri,Saint Louis County,303739.3
Nebraska,Richardson County,6802.0941
Wyoming,Carbon County,1460.9439
Indiana,Noble County,31831.283
Texas,Franklin County,5950.681
Missouri,Stone County,13977.7279
Missouri,Cass County,23848.9538
Michigan,Montcalm County,21314.6795
Texas,Zavala County,3202.189
South Carolina,Edgefield County,14127.5892
Mississippi,Yalobusha County,2139.0341
North Dakota,McIntosh County,499600.0
Texas,Trinity County,3140.2334
Kansas,Atchison County,11759.2427
Ohio,Licking County,58661.3658
Texas,Hays County,85949.2459
Tennessee,Maury County,48363.0311
Tennessee,Bledsoe County,3681.1095
Mississippi,Lincoln County,7737.5425
Virginia,Alleghany County,3373.6101
Texas,Waller County,20803.631
Florida,Bradford County,24228.9246
Missouri,Franklin County,22565.9886
Michigan,Chippewa County,1944.3367
Indiana,Greene County,12696.9695
Pennsylvania,Northampton County,63693.9759
South Dakota,Walworth County,45676.0957
Illinois,Henry County,10466.6223
Nebraska,Garden County,1184.142
Virginia,Lunenburg County,7181.3199
Texas,Martin County,11282.7637
Texas,Falls County,6324.0774
New York,Erie County,64567.1449
Texas,Burnet County,15974.2882
Alabama,Pickens County,3144.4573
Montana,Lake County,35788.8123
Ohio,Lucas County,241605.5046
Tennessee,Obion County,13948.0273
Kansas,Pottawatomie County,3450.7322
Illinois,Cook County,54867.4158
Wisconsin,Polk County,26636.3138
Texas,Hutchinson County,1213.1545
Wisconsin,Dunn County,10971.449
Texas,Jeff Davis County,887.6811
Ohio,Summit County,82931.7306
Wisconsin,La Crosse County,24343.2563
Iowa,Sioux County,18557.3789
Georgia,Wilkinson County,3723.5264
Virginia,Northumberland County,30873.3323
Illinois,Coles County,30921.0628
North Carolina,Stokes County,9532.2449
North Carolina,Henderson County,40137.3404
Montana,Broadwater County,5734.4562
Arkansas,Greene County,18098.1877
Wisconsin,Eau Claire County,17079.6405
Louisiana,De Soto Parish,8998.1936
Virginia,Shenandoah County,17847.7388
Arkansas,Searcy County,3277.7645
New Mexico,San Juan County,3607.6338
Alabama,Barbour County,4816.0383
Kentucky,Metcalfe County,7679.3991
Oklahoma,Jackson County,234843.9981
Kansas,Chautauqua County,2161.1364
Missouri,Moniteau County,6657.5127
Georgia,Morgan County,17133.9081
Minnesota,Traverse County,23467.7419
Texas,Tarrant County,288106.3605
Georgia,Floyd County,15746.7796
Illinois,Crawford County,32237.2432
New York,Greene County,34640.4996
Alabama,Coffee County,15656.7971
Florida,Miami-Dade County,391973.1145
Virginia,Hampton City County,36699.8963
Texas,Erath County,13873.8456
Wisconsin,Washington County,75046.3464
Texas,Terry County,8399.3989
North Carolina,Chatham County,41313.9691
Tennessee,White County,24885.5915
Missouri,Shelby County,3294.7857
Tennessee,Dyer County,77866.9085
South Carolina,Greenwood County,17826.4641
Virginia,Smyth County,5223.6196
Virginia,Norfolk City County,564467.4675
Missouri,Chariton County,5414.5235
Louisiana,Saint Tammany Parish,44738.9295
Florida,Dixie County,12441.1035
Virginia,King William County,18791.6859
Montana,Toole County,1197.0102
Iowa,Black Hawk County,132914.5517
Virginia,Stafford County,62377.8939
Kentucky,Larue County,39121.4305
South Dakota,Fall River County,1588.5315
Indiana,Spencer County,49204.7332
Indiana,Wayne County,51229.4477
Texas,Castro County,3212.5551
Tennessee,Clay County,4725.6225
Maryland,Anne Arundel County,157069.9205
Kentucky,Kenton County,123895.5831
Tennessee,Hamilton County,51888.9406
Missouri,Morgan County,10963.3531
Ohio,Huron County,39056.7695
Texas,Gillespie County,21918.0214
North Carolina,Sampson County,8576.5391
Tennessee,Loudon County,55472.6378
Indiana,DeKalb County,53332.733
Nebraska,Fillmore County,1750.2199
South Dakota,Grant County,2900.3769
Minnesota,Blue Earth County,57523.7178
Utah,Grand County,25529.2398
Indiana,Lagrange County,201667.6838
Missouri,Bates County,7689.8958
Kansas,Morris County,3430.3768
Indiana,Union County,45198.3356
Pennsylvania,Lawrence County,16711.3277
Texas,Jones County,4540.8409
Nebraska,Banner County,1786.5778
Wisconsin,Green County,24911.2683
Iowa,Monona County,14132.8935
New York,Putnam County,55853.451
Pennsylvania,Cumberland County,85497.5291
Michigan,Monroe County,57827.2997
Michigan,Ottawa County,127126.0877
Alabama,Autauga County,4626.6898
Minnesota,Morrison County,25888.739
Pennsylvania,Montgomery County,204156.3737
Indiana,Washington County,12588.9204
Kentucky,Henry County,11356.2541
Virginia,Lexington City County,6256.6091
Louisiana,Saint Helena Parish,4115.4183
Minnesota,Hubbard County,24131.254
Arkansas,Pike County,7749.3037
New York,Orange County,41966.2283
Minnesota,Carlton County,7389.8253
Illinois,Williamson County,26358.7316
Arkansas,Bradley County,3709.0509
Mississippi,Washington County,764.2164
Georgia,Rabun County,46807.9912
Tennessee,Monroe County,9155.5593
North Carolina,Caswell County,10031.0176
New Mexico,Mora County,2955.9205
Mississippi,Jackson County,23392.7823
Virginia,Scott County,4402.9838
Illinois,Alexander County,2754.5426
Iowa,Poweshiek County,110805.9548
Georgia,Telfair County,4003.3064
Louisiana,Plaquemines Parish,226022.7273
Kentucky,Magoffin County,2352.6543
Arkansas,Ouachita County,22390.5803
Tennessee,Pickett County,18077.4804
Maryland,Washington County,66232.2145
Illinois,Pope County,4238.0568
Ohio,Morrow County,17908.3877
Indiana,Morgan County,38833.0561
Mississippi,Lauderdale County,5722.7565
Texas,Duval County,2378.7642
Indiana,Putnam County,24166.9672
Colorado,Douglas County,136372.6314
Ohio,Vinton County,3658.5203
Utah,Sanpete County,7368.2243
Nebraska,Franklin County,3514.377
Colorado,Weld County,29598.923
Minnesota,Brown County,52114.2309
New York,Dutchess County,42346.658
Texas,Roberts County,2815.066
Ohio,Scioto County,7856.8909
Minnesota,Martin County,14725.0019
Nebraska,Washington County,15123.0056
Ohio,Franklin County,148842.7574
Georgia,Effingham County,19089.2282
Alabama,Perry County,2271.992
Iowa,Lee County,11195.8395
Oklahoma,Atoka County,2889.3124
Texas,Lynn County,14385.1401
Kentucky,Lee County,3643.0442
Michigan,Newaygo County,20242.3747
Tennessee,Fayette County,11469.4726
Idaho,Idaho County,7587.5693
Oklahoma,Major County,2664.1556
Mississippi,Prentiss County,8315.5297
Montana,Park County,27066.3792
Alabama,Elmore County,19141.5444
California,Calaveras County,3947.3684
Kansas,Comanche County,1386.0149
Texas,Travis County,91358.3632
Ohio,Lawrence County,18104.0623
Alabama,Crenshaw County,4515.6139
Montana,Missoula County,36268.7892
North Dakota,Walsh County,0.0227
North Carolina,Buncombe County,47334.5511
Kansas,Smith County,4194.8959
Michigan,Kalkaska County,10320.937
Louisiana,Tangipahoa Parish,23884.7673
Montana,Powell County,2474.4456
Michigan,Keweenaw County,49631.9991
Kentucky,Carlisle County,7395.5303
North Carolina,Chowan County,20101.5824
Oklahoma,Tillman County,3482.4416
Kansas,Butler County,25874.0373
Michigan,Branch County,26131.1994
Pennsylvania,Wayne County,23360.7679
Mississippi,Clay County,13764.6029
Indiana,Grant County,57445.1795
Tennessee,Sumner County,70337.7719
Ohio,Belmont County,4556.4071
Virginia,Dinwiddie County,10348.9204
Iowa,Ringgold County,5041.674
West Virginia,Doddridge County,2496.7233
New York,Allegany County,4956.2515
Kansas,Finney County,4047.9582
Texas,Leon County,5860.169
Texas,Gonzales County,10693.4289
Mississippi,Jefferson County,1449.6862
Illinois,Edgar County,971.9441
Michigan,Mackinac County,11707.8142
Idaho,Jerome County,44243.982
Minnesota,Otter Tail County,18686.3808
Virginia,Clarke County,30513.6475
New York,Albany County,14583.1033
Virginia,Gloucester County,28240.1171
Kentucky,Breathitt County,1537.7879
Ohio,Erie County,54478.6249
Arkansas,Pope County,14105.9743
Florida,Columbia County,17510.8185
Alabama,Lauderdale County,10100.3569
Wisconsin,Fond du Lac County,36788.3336
Illinois,Will County,51313.7084
Wisconsin,Juneau County,17215.4604
North Dakota,Benson County,23529.4118
Virginia,New Kent County,35816.4978
Minnesota,Hennepin County,164818.9543
Texas,San Saba County,4587.5276
Tennessee,Sequatchie County,2455.7416
Louisiana,Livingston Parish,24988.5448
Wyoming,Crook County,8223.1196
Illinois,Saint Clair County,83887.3364
Montana,Wheatland County,1004.2634
Tennessee,Montgomery County,34404.3674
South Carolina,Florence County,16327.7946
Alabama,Bullock County,3481.3433
Mississippi,Montgomery County,2416.5693
Pennsylvania,Snyder County,34340.7658
Virginia,Hopewell City County,35414.0536
West Virginia,Wetzel County,10775.5959
New York,Warren County,30608.3574
Texas,Reagan County,97305.5139
Utah,Davis County,403614.8439
Texas,Polk County,4259.6624
Tennessee,Campbell County,4239.9733
Colorado,Mesa County,5383.6686
Pennsylvania,Mercer County,16663.2334
Indiana,Miami County,18483.5243
Tennessee,Cumberland County,24280.2109
Texas,Shackelford County,4452.0234
Indiana,Owen County,10490.4632
Ohio,Allen County,22380.2859
Tennessee,Macon County,23434.8692
Kentucky,Martin County,4003.6118
Kansas,Anderson County,5293.7893
Georgia,McDuffie County,30996.8106
Louisiana,Calcasieu Parish,26437.3983
Tennessee,Johnson County,12719.3621
Tennessee,Hawkins County,10976.2758
Texas,Collin County,128569.5424
Kentucky,Fayette County,92659.873
Nebraska,Lancaster County,15880.435
Georgia,Glascock County,2683.9708
Oklahoma,Cleveland County,46843.2687
Texas,Sherman County,1382.5294
New Mexico,Valencia County,7180.2066
Alabama,Franklin County,8168.2005
Tennessee,Franklin County,25565.9768
Florida,Madison County,3436.6696
Indiana,Marshall County,64796.9368
Idaho,Franklin County,2855.9532
Louisiana,West Feliciana Parish,10054.9948
New Mexico,Sandoval County,3232.3212
Arkansas,Conway County,4989.9918
Nebraska,Thomas County,52718.2867
Arkansas,Crawford County,24901.3492
Michigan,Allegan County,68275.866
Maryland,Calvert County,121231.9971
Minnesota,Cass County,22957.4698
Florida,Walton County,43202.7886
Delaware,Sussex County,96096.5029
Texas,Brewster County,780.3734
Louisiana,Morehouse Parish,2595.4051
Illinois,Warren County,43944.909
Ohio,Monroe County,6689.4264
Wisconsin,Iowa County,13157.2066
Ohio,Fulton County,85000.0
Montana,Phillips County,597.1033
Missouri,Perry County,16366.7067
Kentucky,Fleming County,5502.2434
West Virginia,Calhoun County,1253.8141
Texas,Blanco County,30322.688
Utah,Millard County,2096.9345
Texas,Ector County,70705.4561
New York,Schenectady County,25900.8903
Georgia,Dawson County,36108.8733
Indiana,St Joseph County,42232.7975
Oklahoma,Tulsa County,78252.0593
Ohio,Medina County,62956.2439
Georgia,Evans County,2601.4324
Missouri,Wright County,4331.6433
Oklahoma,Pottawatomie County,10177.1696
Kansas,Stafford County,2253.0741
South Carolina,Aiken County,18762.9448
Kentucky,Bullitt County,100306.9282
South Dakota,Meade County,6122.1221
Missouri,Scott County,25844.7103
Kansas,Crawford County,20292.7596
Georgia,Towns County,56453.7661
North Carolina,Greene County,7224.343
North Carolina,Gates County,4706.2507
Virginia,Craig County,6247.9283
Michigan,Luce County,2107.2921
Maryland,Somerset County,7832.1418
Utah,Washington County,67139.6369
New York,Rockland County,273248.2451
Mississippi,Sunflower County,11236.95
North Carolina,Davie County,18286.9653
Illinois,Bond County,14794.2933
Texas,Howard County,7135.1346
New York,Genesee County,31049.5637
Virginia,Botetourt County,16711.095
Kentucky,Madison County,33441.3199
Iowa,Johnson County,228945.0677
Kansas,Ford County,5225.1034
West Virginia,Mineral County,13917.4232
North Dakota,Dunn County,15553.6497
Utah,Carbon County,6186.0255
Georgia,Fannin County,71912.2916
Texas,Cameron County,75618.16
Missouri,Benton County,9244.9
Kansas,Norton County,9184.6977
West Virginia,Jefferson County,95788.6692
South Carolina,Dorchester County,35253.2627
Kentucky,Hopkins County,10915.4912
Tennessee,Washington County,51143.1689
Arkansas,Garland County,26700.8232
Alabama,Butler County,3982.6177
West Virginia,Mercer County,23705.0342
Idaho,Power County,66789.4275
California,San Luis Obispo County,3176.6754
Alabama,Conecuh County,3036.6875
Texas,Terrell County,389.7054
Pennsylvania,Crawford County,11417.2592
Georgia,Candler County,6785.19
Florida,Liberty County,8180.0682
North Carolina,Caldwell County,12089.3908
Michigan,Cheboygan County,13784.4878
Ohio,Hardin County,8466.4354
New Mexico,Union County,880.6708
Nebraska,Scotts Bluff County,11836.1535
Indiana,Jackson County,15331.9148
Virginia,Covington City County,2794.3645
Kansas,Hamilton County,1422.412
North Carolina,Wayne County,40401.699
Colorado,Montrose County,5602.2639
New York,Clinton County,9192.2987
Minnesota,Jackson County,95992.1592
Kansas,Rooks County,2651.8797
Oklahoma,Washington County,8298.4002
Tennessee,Grundy County,3541.4444
Ohio,Pike County,3994.7768
Michigan,Ontonagon County,3094.6217
Ohio,Hamilton County,140334.1014
Kansas,Mitchell County,3712.8301
New York,Delaware County,10296.8849
New York,Fulton County,7602.0795
South Carolina,Newberry County,11966.9835
Iowa,Buena Vista County,47814.2404
Kansas,Hodgeman County,2168.4733
Idaho,Adams County,4535.2895
Indiana,Montgomery County,65098.6528
Minnesota,Pipestone County,143276.9368
Illinois,Madison County,57656.5346
South Carolina,Jasper County,12842.0094
Montana,Flathead County,57145.3732
West Virginia,Gilmer County,2391.5201
Arkansas,Mississippi County,3139.9138
Kentucky,Graves County,16429.5335
Texas,Kaufman County,54840.5979
New York,Kings County,4386.2466
Missouri,Daviess County,7499.3778
Michigan,Livingston County,74779.6517
Missouri,Lafayette County,23790.6924
Kentucky,Oldham County,44502.8057
Alabama,Russell County,7848.1122
Virginia,Virginia Beach City County,232238.7191
Virginia,Mecklenburg County,15290.4276
Louisiana,Natchitoches Parish,6341.598
Missouri,Boone County,16982.3745
Pennsylvania,Wyoming County,21705.4419
Alabama,Chilton County,7755.6658
Georgia,Lumpkin County,25360.7761
Michigan,Antrim County,31468.9109
Texas,Swisher County,3271.8554
Texas,San Jacinto County,10530.2024
Georgia,Bartow County,24302.8533
Kansas,Seward County,175684.297
Oklahoma,Ellis County,1508.8851
Minnesota,Lac qui Parle County,6245.083
Georgia,Murray County,11699.5035
North Dakota,Wells County,2093750.0
Alabama,Houston County,17588.9796
Virginia,Prince Edward County,8467.1265
Virginia,Mathews County,17391.5312
Nevada,Clark County,326711.3751
South Carolina,Lancaster County,31409.5844
Tennessee,Rhea County,14931.7879
Iowa,Woodbury County,43839.744
West Virginia,Pocahontas County,1054.3816
Kentucky,Wolfe County,4202.7468
Georgia,Charlton County,4363.5938
Nebraska,Boone County,39880.9524
Iowa,Audubon County,59338.0615
Texas,Dimmit County,2491.5053
Kentucky,Scott County,66596.0788
Kentucky,Crittenden County,3077.9151
Virginia,Bristol County,24681.146
Louisiana,Union Parish,3918.1197
Arkansas,Howard County,14818.7574
Tennessee,Warren County,15749.6769
New York,Saratoga County,67295.4133
Virginia,Buckingham County,5383.6681
Minnesota,Benton County,72505.523
Tennessee,Putnam County,31957.6647
Illinois,Cass County,2565.1223
Texas,Ward County,20445.2323
Oklahoma,Alfalfa County,2340.7985
Tennessee,Robertson County,56348.2499
Illinois,Marion County,21038.9022
Indiana,Clark County,225558.3897
Louisiana,Richland Parish,4183.6573
Illinois,Jasper County,68482.1429
Nebraska,Webster County,4028.2273
Georgia,Richmond County,27857.236
Missouri,Washington County,3432.2539
Wisconsin,Iron County,3236.7612
West Virginia,Pendleton County,4351.492
Kansas,Wallace County,1222.6015
Alabama,Greene County,3077.929
Texas,Galveston County,184810.9912
Virginia,Richmond County,28860.8487
Arkansas,Cleburne County,28668.1216
Texas,Hemphill County,9830.4575
Missouri,Montgomery County,8087.5117
Kentucky,Simpson County,37257.6645
Mississippi,Greene County,2101.0846
Texas,Garza County,11769.772
Kansas,Nemaha County,5649.2308
Wisconsin,Clark County,8796.9364
Ohio,Tuscarawas County,28333.4603
South Dakota,Hand County,318.4254
Kentucky,Greenup County,10540.3353
Alabama,Bibb County,2334.1361
Missouri,Phelps County,23114.3583
Missouri,Ralls County,15582.7489
Virginia,Surry County,9417.0484
Florida,Taylor County,23282.7659
Texas,Dawson County,23869.9664
North Carolina,Wake County,158584.0087
Mississippi,Attala County,2519.1995
Texas,Haskell County,2015.3172
Pennsylvania,Union County,90006.7001
New York,Cattaraugus County,20565.3984
Mississippi,Issaquena County,2620.1324
Arkansas,Saint Francis County,3412.0963
Georgia,Putnam County,28722.9696
Virginia,York County,157382.1051
Colorado,Summit County,944655.1064
Kansas,Barber County,1701.7582
Utah,Rich County,17738.4675
Arkansas,Pulaski County,20201.4948
Tennessee,Hickman County,9667.6134
Tennessee,Union County,28794.8214
Montana,Hill County,13105.4934
Montana,Jefferson County,5103.5958
Wisconsin,Grant County,10198.0011
Ohio,Clermont County,48315.7724
South Carolina,Laurens County,22770.1597
Minnesota,Steele County,58491.3182
South Dakota,Marshall County,2833.3876
Mississippi,Hancock County,9490.9328
Alabama,Chambers County,7009.8429
Iowa,Shelby County,291802.0305
Illinois,Morgan County,14347.9932
Georgia,Macon County,3838.2735
Missouri,Osage County,1509.7626
Georgia,Ben Hill County,11975.9423
Montana,Wibaux County,1518.5458
Utah,Utah County,50497.637
Florida,Union County,5939.6782
Alabama,Cherokee County,5348.0118
Pennsylvania,Beaver County,41273.9559
Texas,Reeves County,15458.3251
Idaho,Lemhi County,5291.8762
Texas,Oldham County,611.2625
Colorado,Baca County,991.547
Iowa,Osceola County,9155.2317
North Carolina,New Hanover County,471233.125
North Carolina,Cleveland County,18947.1672
Mississippi,Amite County,5016.8463
Idaho,Butte County,7196.8291
Minnesota,Nicollet County,16465.3988
Idaho,Twin Falls County,15461.4605
South Carolina,Kershaw County,25457.1427
Idaho,Bannock County,8749.139
North Dakota,McHenry County,1931.2333
Texas,Crosby County,956.5868
Texas,McMullen County,3668.696
Colorado,Otero County,8083.2704
Oklahoma,Woods County,2914.4575
Colorado,Conejos County,2611.1406
Kentucky,Jessamine County,99797.4517
Tennessee,Weakley County,12447.5409
Kentucky,Knox County,10222.4833
Pennsylvania,Lycoming County,10075.2449
Oklahoma,Comanche County,7897.1041
Nebraska,Otoe County,6757.3211
Kansas,Doniphan County,5613.5056
Georgia,Hancock County,6292.1476
Virginia,Louisa County,18436.2291
Illinois,Richland County,18274.6309
Wyoming,Sublette County,2029.7346
Illinois,Monroe County,19880.2775
Georgia,Burke County,4798.6973
Wisconsin,Rock County,78671.3643
Tennessee,Carter County,21184.8268
Idaho,Latah County,11345.4422
Arkansas,Calhoun County,2865.243
New Mexico,Eddy County,460.1159
Maryland,Charles County,60363.2701
Iowa,Washington County,57748.4121
Texas,Goliad County,5618.7737
Colorado,Adams County,20283.488
South Carolina,Greenville County,50991.0152
Montana,Meagher County,4595.3567
Indiana,Adams County,77795.1507
North Carolina,Iredell County,51905.5962
Tennessee,Hardeman County,2594.4373
Ohio,Portage County,44779.9997
Texas,Rockwall County,153589.586
New York,Broome County,14531.7879
Alabama,Madison County,29961.843
Kansas,Gove County,3883.3975
Iowa,Kossuth County,10606.152
Kansas,Rush County,2151.3036
California,San Diego County,152698.6551
Illinois,Putnam County,10961.9074
Texas,Milam County,7293.832
Georgia,Cobb County,189960.6213
Florida,Wakulla County,40357.5143
Georgia,Troup County,28250.6759
Arkansas,Hempstead County,5355.8757
North Dakota,Slope County,1562.5
New York,Suffolk County,751335.4601
California,San Bernardino County,9316.0088
Georgia,Coffee County,28038.9217
Idaho,Lewis County,12817.4524
Illinois,Marshall County,12958.373
Illinois,Jersey County,18810.4274
North Carolina,Randolph County,22676.3608
Texas,Nolan County,2516.6524
South Dakota,Stanley County,1379.2498
Pennsylvania,Huntingdon County,8715.7163
Kentucky,Hancock County,3441.0049
Nebraska,Loup County,2502.2655
Wisconsin,Waupaca County,17445.5442
West Virginia,Lewis County,6124.0432
Missouri,Dunklin County,92584.5445
Minnesota,Wilkin County,3476.3828
South Carolina,Darlington County,17501.8813
Virginia,Grayson County,6415.7191
Indiana,Martin County,6258.1526
South Dakota,Day County,6252.447
Nebraska,Knox County,4977.8745
South Carolina,Chester County,9531.3804
Missouri,Shannon County,6285.5332
Missouri,Mercer County,3466.6537
Iowa,Carroll County,35546.5454
Oklahoma,Canadian County,46390.8765
West Virginia,McDowell County,1962.2749
Idaho,Boise County,11968.1625
Minnesota,Cook County,32225.5847
Wisconsin,Saint Croix County,40531.1066
Indiana,Clinton County,61336.5661
Texas,Bexar County,72494.0923
New York,Madison County,10199.1999
West Virginia,Ritchie County,1899.2975
Tennessee,Scott County,3295.7195
Kansas,Shawnee County,10195.9199
Kansas,Ellsworth County,3775.4631
North Carolina,Gaston County,34103.5384
Colorado,Garfield County,20464.6097
Georgia,Pike County,15579.8543
Missouri,Nodaway County,7517.5524
Missouri,Cape Girardeau County,77456.649
Illinois,Pike County,5656.2623
Tennessee,Coffee County,23531.8304
South Dakota,Bennett County,1075.4252
Colorado,Elbert County,2304.7048
North Carolina,Halifax County,26952.4094
West Virginia,Tyler County,6442.7995
Kansas,Ness County,2294.4898
Kentucky,Clark County,23954.451
Georgia,Appling County,10887.5008
New Mexico,Harding County,784.5292
Louisiana,Madison Parish,2627.5803
New Mexico,San Miguel County,2424.7004
Colorado,Montezuma County,8188.6498
Georgia,Bibb County,40768.521
South Dakota,Clay County,12226.1951
Texas,Harrison County,8881.3615
Montana,Madison County,4227.3685
Pennsylvania,Tioga County,10216.2754
Kentucky,Hickman County,10685.2174
Nebraska,Sherman County,1948.3614
Virginia,Accomack County,20739.6456
North Dakota,Bowman County,1180.5502
Florida,Hardee County,10313.9279
Kentucky,Elliott County,1603.8143
Minnesota,Renville County,31107.745
Florida,Alachua County,29803.593
Ohio,Logan County,35706.5582
Indiana,Lawrence County,32974.3887
Missouri,Ripley County,3014.2651
Texas,Cooke County,18608.1514
Texas,Limestone County,6162.9949
Colorado,Arapahoe County,10786.2953
Tennessee,Knox County,70017.9919
South Dakota,Union County,84806.993
Kentucky,Butler County,4432.1101
Michigan,Shiawassee County,19312.0077
Montana,Glacier County,1999.0974
Wisconsin,Adams County,9927.5584
Pennsylvania,Monroe County,60359.9177
Ohio,Wood County,33342.7162
Georgia,Wilkes County,6313.5072
Nebraska,Madison County,55101.5965
Michigan,Alger County,9348.7432
Texas,Parker County,48737.6991
Virginia,Washington County,18466.1248
Georgia,Clayton County,38695.0022
New Mexico,Dona Ana County,21697.4069
Idaho,Bear Lake County,5064.364
Iowa,Palo Alto County,38262.3449
Michigan,Eaton County,27026.4985
Utah,San Juan County,1806.5525
South Dakota,Douglas County,5601.4921
Alabama,Mobile County,14627.5812
Kentucky,Lyon County,16466.282
Illinois,Douglas County,42302.4589
Arizona,Pinal County,6906.0942
Texas,Foard County,1477.149
Oklahoma,Stephens County,3558.6465
North Dakota,Cavalier County,2746.9136
Kansas,Cheyenne County,1667.2145
Montana,Granite County,4106.7233
Missouri,Andrew County,22961.5281
Arkansas,Grant County,5886.7127
West Virginia,Hancock County,41344.0672
Arkansas,Cross County,5485.9187
Indiana,Pike County,34405.9891
Virginia,Roanoke City County,96455.7793
Virginia,Danville City County,13249.6903
Kentucky,Perry County,12950.5554
Louisiana,Saint Mary Parish,190862.181
Michigan,Ingham County,39285.691
Ohio,Morgan County,4175.4441
Oklahoma,Le Flore County,5046.5306
Idaho,Camas County,17672.0609
Texas,Angelina County,19992.5418
New Mexico,Curry County,4371.2435
Wisconsin,Ozaukee County,91649.4666
Idaho,Oneida County,3861.2184
Indiana,White County,39860.1785
South Carolina,Anderson County,36232.8045
Nebraska,Pawnee County,11687.5
Iowa,Adair County,5730.4096
Louisiana,Tensas Parish,4421.3298
Montana,Blaine County,3031.5515
Missouri,Putnam County,3739.0254
Arkansas,Miller County,3647.7521
Michigan,Barry County,44243.5484
Wisconsin,Langlade County,6777.8631
Pennsylvania,Berks County,75707.2017
New Mexico,Lea County,23428.8787
Florida,Monroe County,2373949.9742
Georgia,Jackson County,41296.6614
Mississippi,Pike County,9744.7042
Indiana,Wells County,60916.2665
Missouri,Newton County,36146.7114
