state,county,netprice
Kentucky,Woodford County,37793.1644
South Dakota,Minnehaha County,97947.8714
Texas,Austin County,19737.6888
Louisiana,Lincoln Parish,5864.7279
Indiana,Ripley County,38235.0261
Virginia,Wise County,10607.2022
Wisconsin,Menominee County,357688.4422
Georgia,Twiggs County,3038.4834
Georgia,Franklin County,16433.4268
Georgia,Webster County,2148.0661
Maryland,Frederick County,94106.9567
South Dakota,Hamlin County,23104.5082
Virginia,James City County,18789.4897
Oklahoma,Beckham County,6492.901
Wisconsin,Taylor County,3465.9311
Arkansas,Poinsett County,23125.5103
Texas,Presidio County,824.4385
Kentucky,Hart County,9228.7039
Indiana,Rush County,44817.5542
Alabama,Choctaw County,2959.0402
Georgia,Catoosa County,69267.0383
Iowa,Wayne County,4926.1538
Virginia,Charlottesville City County,93526.9397
Georgia,Habersham County,20204.44
Delaware,Kent County,70639.1308
Ohio,Montgomery County,59505.0335
West Virginia,Ohio County,234657.1494
Mississippi,Lowndes County,10395.7727
North Carolina,Lenoir County,14693.1245
Virginia,Alexandria City County,20625000.0
Georgia,Washington County,3269.8992
New York,Ulster County,47524.504
Georgia,Thomas County,18997.7996
Mississippi,Leake County,3718.7271
Texas,Llano County,40092.2396
Tennessee,Lauderdale County,7114.4278
Florida,Lee County,292430.6086
Alabama,Blount County,12026.4467
Florida,Marion County,33352.2234
Alabama,Dallas County,3304.9375
Georgia,Crisp County,9498.6024
Indiana,Steuben County,62422.7734
Florida,Glades County,15170.8224
Kentucky,Green County,4379.8723
Virginia,Fluvanna County,14745.7019
North Carolina,Currituck County,53869.4901
Ohio,Wyandot County,91692.9825
Pennsylvania,Luzerne County,15983.3037
North Carolina,Granville County,20064.7265
Missouri,Gasconade County,3288.1579
Oklahoma,Woodward County,1780.4227
Iowa,Emmet County,42987.2
Iowa,Muscatine County,22221.5596
Florida,Manatee County,50987.843
Iowa,Winneshiek County,14358.1381
Georgia,Early County,3309.9293
Minnesota,Wright County,61615.6257
South Dakota,Codington County,14755.1427
North Carolina,Hertford County,19055.3995
Virginia,Carroll County,10046.1253
Arkansas,Benton County,127461.1029
Louisiana,Assumption Parish,66480.8153
Indiana,Boone County,87523.6044
Virginia,Westmoreland County,18536.6276
North Carolina,Bladen County,4282.8267
Virginia,Colonial Heights City County,552746.875
Minnesota,Sibley County,41794.7263
Texas,Somervell County,35964.3362
Texas,Borden County,1450.0523
Kentucky,Ohio County,6277.8844
Wisconsin,Green Lake County,56095.8075
Virginia,Lee County,6246.2653
Minnesota,McLeod County,39127.3272
Mississippi,Perry County,2955.3163
Louisiana,Beauregard Parish,7775.1115
Tennessee,Smith County,15599.9435
Florida,Gadsden County,10404.4512
Tennessee,Stewart County,6544.0921
Virginia,Bath County,5746.8218
Louisiana,Terrebonne Parish,59860.9348
Virginia,Floyd County,5722.5791
North Carolina,Graham County,16017.5185
Ohio,Defiance County,3976.9108
Alabama,Calhoun County,23990.5754
Kentucky,Boyle County,39734.1043
Texas,Kleberg County,29153.7278
Wisconsin,Manitowoc County,21218.2192
South Carolina,Saluda County,9320.0069
Indiana,Knox County,60279.1223
Pennsylvania,Lehigh County,56270.6999
North Carolina,Onslow County,67396.3548
Mississippi,Union County,6654.2273
North Carolina,Harnett County,28232.4912
Texas,Fayette County,15490.898
Virginia,King George County,29769.4489
Wisconsin,Sauk County,31201.2143
Alabama,Geneva County,7155.2338
Virginia,Northampton County,16218.0295
Mississippi,Choctaw County,2981.4153
New York,Seneca County,33461.4629
Texas,Uvalde County,3832.5432
Michigan,Ogemaw County,19681.6104
Wisconsin,Pierce County,38188.8646
Oklahoma,Creek County,7380.4611
Iowa,Benton County,26897.2754
Oklahoma,Noble County,804.8692
Minnesota,Dodge County,41383.2121
Virginia,Campbell County,14772.1943
Oklahoma,Jefferson County,11363.6364
Texas,Montgomery County,22668.2169
Texas,Brown County,8883.6329
Oklahoma,Rogers County,22588.7317
South Dakota,Yankton County,122794.5423
Michigan,Schoolcraft County,6899.0124
Alabama,Marshall County,17310.3026
Michigan,Huron County,33652.4018
Indiana,Benton County,17482.0591
Georgia,Meriwether County,7464.3528
Texas,Menard County,3378.8965
Iowa,Webster County,80500.3246
Mississippi,Walthall County,4248.1213
Texas,King County,1276.1403
Oklahoma,Payne County,8214.4734
Florida,Gilchrist County,18739.1875
West Virginia,Roane County,2274.5777
Tennessee,Crockett County,21268.1894
Iowa,Mahaska County,18026.0003
South Dakota,Tripp County,3025.4545
Tennessee,Decatur County,4237.9454
Iowa,Warren County,29803.2312
Iowa,Howard County,19520.7016
New York,Tompkins County,43468.0427
North Dakota,LaMoure County,137407.4074
Georgia,Stewart County,2271.169
North Carolina,Mitchell County,13369.9841
Mississippi,Jefferson Davis County,3522.1181
Kentucky,Calloway County,19904.507
Georgia,Chattahoochee County,2278.3349
Mississippi,Benton County,2946.212
South Dakota,Hutchinson County,7890.7737
Mississippi,Alcorn County,2711.5444
Virginia,Chesterfield County,159338.2109
Minnesota,Todd County,16835.1531
Michigan,Midland County,26203.6808
Tennessee,Williamson County,103546.5231
Texas,Wilson County,14017.279
Mississippi,Grenada County,1714.5379
Iowa,Jasper County,35535.923
Texas,Jim Wells County,5349.4066
Pennsylvania,Washington County,32734.9294
Arkansas,Newton County,3491.6149
Virginia,Tazewell County,10784.1141
Georgia,Lowndes County,29597.2809
North Dakota,Ransom County,671052.6316
Texas,Irion County,1514.7644
Georgia,Emanuel County,3544.2357
Ohio,Mahoning County,29959.4628
Mississippi,Wayne County,2423.6862
Indiana,Elkhart County,57610.5193
Georgia,Fayette County,82973.2539
Indiana,Henry County,28631.0116
South Dakota,Butte County,1136.5202
Iowa,Hardin County,42107.5867
South Carolina,Lee County,4140.8339
Iowa,Fayette County,93843.1777
Minnesota,Kanabec County,10550.5629
Tennessee,Hardin County,5835.9942
Texas,Bell County,47746.9344
Alabama,Monroe County,2997.0617
Tennessee,Polk County,18982.0973
Kentucky,Muhlenberg County,4353.8182
West Virginia,Wayne County,6986.14
Iowa,Calhoun County,233590.1926
Indiana,Howard County,54058.9245
North Carolina,Brunswick County,75496.1628
North Carolina,Rutherford County,12643.2421
Texas,Palo Pinto County,11493.2238
West Virginia,Webster County,2049.566
Maryland,Garrett County,33024.0301
Virginia,Newport News City County,343694.0072
West Virginia,Jackson County,3051.8799
California,Riverside County,21008.4034
Kentucky,Monroe County,5564.4993
Minnesota,Crow Wing County,47165.9321
Georgia,Chatham County,280348.4824
Maryland,Carroll County,92474.2617
Tennessee,Cheatham County,35737.0644
Iowa,Van Buren County,5658.3886
Arkansas,Fulton County,4092.6063
Tennessee,Meigs County,8356.9185
Florida,Lafayette County,5872.8392
New York,Sullivan County,16178.9968
New York,Washington County,15569.8356
Kentucky,Harrison County,6990.8039
Ohio,Cuyahoga County,126832.4695
Iowa,Wapello County,8754.4329
Michigan,Charlevoix County,22109.6987
Georgia,Stephens County,18523.2611
Louisiana,Ascension Parish,480759.7243
Minnesota,Clay County,14242.9087
West Virginia,Taylor County,8518.4312
Texas,Pecos County,2090.1419
Michigan,Lake County,17166.7014
Texas,Kimble County,5731.3523
New York,Saint Lawrence County,3893.0411
Georgia,Banks County,11808.1457
Montana,Rosebud County,474.8982
Virginia,Appomattox County,9798.1786
Texas,Newton County,3598.5388
Mississippi,Tunica County,4531.785
Minnesota,Carver County,87113.3675
New York,Franklin County,7023.982
Alabama,Covington County,6800.4223
Virginia,Manassas City County,213254.0626
Michigan,Iron County,3884.4984
Georgia,Douglas County,47392.6206
Wisconsin,Winnebago County,52423.0062
North Carolina,Craven County,54004.8039
Maryland,Montgomery County,112023.3058
Texas,Moore County,2617.4554
Wisconsin,Lafayette County,12930.1014
Kentucky,Barren County,24355.2444
Texas,Carson County,2596.3898
West Virginia,Grant County,5167.2645
Mississippi,Madison County,15326.467
Ohio,Warren County,91024.8052
North Carolina,Ashe County,15969.4919
South Dakota,Jackson County,1292.9505
Pennsylvania,Armstrong County,30569.961
Tennessee,Henderson County,7238.4052
South Dakota,Jerauld County,336000.0
Wisconsin,Vilas County,26126.2432
West Virginia,Wirt County,971.3455
Texas,Archer County,2109.5541
Minnesota,Mille Lacs County,11798.9067
Iowa,Polk County,355318.6065
Kentucky,McLean County,25184.3248
Georgia,Glynn County,34266.1134
Indiana,Fayette County,10882.1426
Virginia,Nottoway County,12255.2055
Virginia,Prince George County,30975.8182
Indiana,Allen County,72110.6847
Florida,Palm Beach County,215240.1922
Indiana,Warrick County,99701.1532
Texas,Frio County,3265.1101
North Dakota,Pierce County,1082307.6923
Mississippi,Pearl River County,8081.8303
Georgia,Pulaski County,7935.4241
Texas,Madison County,10819.2911
Texas,Concho County,1989.121
Georgia,Johnson County,3293.934
Tennessee,Jefferson County,38368.5295
Arkansas,Carroll County,13662.5077
Indiana,Madison County,53977.0099
Ohio,Guernsey County,21670.8056
Minnesota,Wabasha County,80002.842
Wisconsin,Calumet County,80086.4064
Kentucky,Menifee County,5455.1425
Virginia,Chesapeake City County,104839.084
Colorado,Gunnison County,2566.3717
Pennsylvania,Lackawanna County,36120.8558
Pennsylvania,Cambria County,25885.1559
Texas,Morris County,4520.1965
Texas,San Patricio County,61568.9945
West Virginia,Berkeley County,31900.0385
Michigan,Arenac County,19470.4383
Minnesota,Stearns County,45851.4591
Kentucky,Owsley County,947.4731
Minnesota,Pennington County,4016.4956
Virginia,Prince William County,301801.5311
North Carolina,Wilson County,21939.2321
Georgia,Oglethorpe County,9215.0129
Florida,Sarasota County,195087.0995
Michigan,Oscoda County,7668.3066
Pennsylvania,Schuylkill County,31924.717
Kentucky,Montgomery County,23649.4215
Michigan,Iosco County,13674.3395
Alabama,Shelby County,28316.057
Alabama,Saint Clair County,11126.5341
Ohio,Mercer County,165805.6411
Florida,Okaloosa County,34252.9645
Michigan,Gogebic County,10220.8766
Georgia,Wheeler County,3492.4772
North Carolina,Pitt County,30145.6468
Texas,Real County,3099.8788
Texas,Bee County,4249.8536
Michigan,Muskegon County,65985.2288
Oklahoma,Pawnee County,4540.9186
West Virginia,Boone County,3179.5313
Texas,Bandera County,8280.3499
Texas,Fort Bend County,44143.5748
Louisiana,Lafourche Parish,17774.6824
Michigan,Cass County,28613.6873
Virginia,Salem County,179204.3478
Minnesota,Roseau County,6697.1334
Texas,Calhoun County,22837.8985
Mississippi,Kemper County,2108.9373
Virginia,Petersburg County,224077.6728
Mississippi,Stone County,9040.415
West Virginia,Fayette County,3890.3442
North Carolina,Cherokee County,10465.0632
Louisiana,La Salle Parish,3865.02
Louisiana,Concordia Parish,25116.6966
Tennessee,Giles County,14407.6428
Indiana,Sullivan County,15213.7528
Wisconsin,Portage County,31074.9299
Texas,Freestone County,4574.8519
South Carolina,Fairfield County,6440.2379
Iowa,Butler County,13594.4653
Georgia,Hart County,32706.2757
Virginia,Montgomery County,16498.4196
Mississippi,Itawamba County,7067.9419
South Carolina,Oconee County,30886.1545
Texas,Willacy County,8363.2367
Virginia,Pulaski County,8214.8745
Iowa,Jefferson County,35641.2119
Alabama,Winston County,16078.6504
Alabama,Escambia County,7758.8251
Tennessee,Moore County,12744.4895
Ohio,Lake County,83832.99
Kentucky,Daviess County,18184.5906
Iowa,Lyon County,26917.173
Alabama,Walker County,8945.8534
West Virginia,Marion County,28827.6112
Mississippi,Clarke County,4293.8443
Texas,Schleicher County,2184.5658
South Dakota,Spink County,5000.9497
Texas,Starr County,3142.7935
Texas,Jasper County,12245.4486
Ohio,Williams County,8574.5232
North Dakota,Sheridan County,97378.6408
Texas,Comal County,95509.3316
Wisconsin,Waushara County,9141.1555
Iowa,Mitchell County,102925.4066
Oklahoma,Garfield County,14700.7422
West Virginia,Summers County,6413.4632
New York,Richmond County,7192.142
Texas,Hamilton County,6842.802
Texas,Dickens County,954.9046
Ohio,Champaign County,42222.933
Texas,Burleson County,11158.729
Pennsylvania,Clearfield County,4498.0728
Texas,Atascosa County,11816.8478
Minnesota,Rice County,48472.7325
Ohio,Holmes County,16084.4132
Georgia,Bacon County,16808.6068
Texas,Armstrong County,3321.0108
Minnesota,Becker County,12812.6816
Georgia,Berrien County,29704.9489
Texas,Sterling County,1999666.6667
Colorado,Cheyenne County,0.0001
Georgia,Barrow County,71972.1925
North Carolina,Catawba County,54854.1994
Mississippi,Scott County,2696.5511
North Carolina,Clay County,26471.1055
Kentucky,Gallatin County,13438.997
Texas,Wharton County,7160.9734
Georgia,Taliaferro County,3329.3902
Mississippi,Forrest County,8999.0386
Michigan,Menominee County,2575.4474
Georgia,Miller County,3846.8139
Minnesota,Chisago County,34530.1931
Louisiana,Rapides Parish,35982.6981
Louisiana,Jackson Parish,2818.5026
Indiana,Floyd County,44604.2509
Georgia,Oconee County,34945.0061
Tennessee,Humphreys County,5857.7607
Pennsylvania,Centre County,24152.776
Texas,Smith County,36599.2894
Texas,Loving County,2390.0751
Oklahoma,Grant County,1112.5493
Delaware,New Castle County,149205.645
South Dakota,Miner County,6111.0513
Virginia,Essex County,9215.6119
Ohio,Ashland County,47765.3431
Alabama,Coosa County,3932.3505
Ohio,Sandusky County,39800.5349
Texas,Henderson County,28790.7137
Minnesota,Itasca County,12297.8981
Texas,Camp County,23615.0594
Texas,Crane County,1162.4204
Tennessee,McNairy County,3466.3582
Colorado,Crowley County,758.0357
Arkansas,Jackson County,179329.6089
Maryland,Dorchester County,13158.8618
Florida,Polk County,31876.9556
Ohio,Jefferson County,19384.9933
Maryland,Worcester County,62575.3555
Pennsylvania,Warren County,8837.1066
Mississippi,Carroll County,2748.4756
Kentucky,Logan County,16619.4149
Wisconsin,Chippewa County,19999.7882
Iowa,Wright County,14129.1208
Indiana,Hamilton County,176728.3287
Texas,Briscoe County,1781.1423
Georgia,Laurens County,9929.3376
Kentucky,Powell County,9055.2315
Minnesota,Saint Louis County,15797.857
Virginia,Fauquier County,26495.9696
North Carolina,Perquimans County,30182.8974
Texas,Lamb County,4325.2353
Texas,Hood County,47857.1997
Pennsylvania,Elk County,8629.9119
Ohio,Gallia County,6055.023
Iowa,Clarke County,5163.0535
Kentucky,Russell County,15918.8522
Wisconsin,Washburn County,11298.1585
Minnesota,Freeborn County,24521.8891
Kentucky,Caldwell County,9157.7472
Tennessee,Sevier County,63724.6765
Michigan,Clare County,13877.8599
Pennsylvania,Sullivan County,15505.6976
Oklahoma,Beaver County,1450.7809
Georgia,Harris County,6858.0466
New York,Tioga County,4883.1901
Texas,Rusk County,8576.9789
Georgia,Dooly County,4512.7398
New York,Onondaga County,66800.025
Ohio,Ross County,20864.4481
South Dakota,Campbell County,408536.5854
Louisiana,Vermilion Parish,21773.604
Virginia,Brunswick County,14032.2268
Kentucky,Livingston County,3757.8449
Iowa,Davis County,5313.7689
Pennsylvania,Northumberland County,12587.2776
Minnesota,Kittson County,938.8554
Florida,Gulf County,206172.0519
New York,New York County,17653.5539
Texas,Wilbarger County,4218.3902
Wisconsin,Wood County,25038.0216
Texas,Delta County,4923.7012
Florida,Citrus County,60914.1738
Florida,Hendry County,23289.9688
Pennsylvania,Perry County,59493.9338
Texas,Stonewall County,1084.7586
Louisiana,Saint Bernard Parish,141422.6519
New York,Oswego County,9007.2812
Kentucky,Lawrence County,3621.5494
Tennessee,Wayne County,4360.6347
Virginia,Patrick County,4198.4595
West Virginia,Randolph County,18671.0767
New York,Schoharie County,8192.1709
Minnesota,Red Lake County,20059.8802
Tennessee,Bradley County,51139.6112
Minnesota,Le Sueur County,45158.7484
Texas,Marion County,3452.531
Texas,Montague County,8072.6148
Arkansas,Marion County,5864.4142
Virginia,Rockingham County,34461.1884
Florida,Flagler County,22803.5446
Florida,Pinellas County,429401.5257
Kentucky,Adair County,7054.0165
Texas,Midland County,75922.4986
Georgia,Butts County,28775.3668
West Virginia,Cabell County,39609.4303
Indiana,Hancock County,85142.7213
North Carolina,Forsyth County,42671.7117
Kentucky,Henderson County,10201.662
Virginia,Bland County,2145.2625
Indiana,Blackford County,14282.8961
Virginia,Fredericksburg City County,523370.9121
Kentucky,Taylor County,10876.2632
Kentucky,Warren County,58829.0013
Virginia,Portsmouth City County,338461.4687
Minnesota,Rock County,103762.1832
Virginia,Highland County,2897.8092
North Carolina,Robeson County,7683.2461
Iowa,Appanoose County,8385.0528
Tennessee,Haywood County,3304.9275
Ohio,Clinton County,24064.3334
Ohio,Fairfield County,63335.7144
Ohio,Lorain County,52364.2318
Texas,Upshur County,10101.1769
Georgia,Tift County,30159.3925
Tennessee,DeKalb County,20266.6171
Missouri,Clay County,2026761.9048
Arkansas,Baxter County,14110.729
Georgia,Elbert County,6313.8945
Georgia,Grady County,9928.322
Georgia,Fulton County,228917.8752
Louisiana,Vernon Parish,6096.1815
Virginia,Warren County,29185.023
Virginia,Buchanan County,8749.737
Oklahoma,Roger Mills County,1853.3554
Texas,Jackson County,5009.2133
Virginia,Page County,15327.127
Maryland,Cecil County,72086.7092
West Virginia,Logan County,2333.2547
Alabama,Randolph County,13824.598
Ohio,Carroll County,25287.0006
Texas,Fannin County,16308.0026
Kentucky,Nelson County,31909.5378
North Carolina,Columbus County,14874.6596
Georgia,Camden County,41200.199
Mississippi,Adams County,5415.1866
Georgia,Treutlen County,8478.2976
Louisiana,Avoyelles Parish,7129.6151
Michigan,Tuscola County,13047.4725
Tennessee,Dickson County,20625.8554
Texas,Live Oak County,5215.2394
Iowa,Jones County,50369.9451
Oklahoma,Kiowa County,7865.5472
District of Columbia,District of Columbia County,4582135.4934
Iowa,Worth County,7439.3958
Wisconsin,Dane County,105900.889
South Dakota,Corson County,10400.0
Indiana,Tippecanoe County,107431.6928
Texas,Ochiltree County,7129.0436
Texas,Wise County,19835.231
Florida,Lake County,43376.3644
North Carolina,Tyrrell County,12275.1164
Texas,Brooks County,2826.0632
South Carolina,McCormick County,9427.6235
Texas,Hartley County,2698.4445
Kentucky,Laurel County,27014.4224
Florida,Sumter County,33164.4187
Tennessee,Grainger County,9900.4094
New York,Westchester County,370314.2379
North Dakota,Sargent County,469.0411
Georgia,Cherokee County,86271.098
Georgia,Peach County,48209.2341
Tennessee,Fentress County,6745.5778
Mississippi,Noxubee County,3177.2056
Iowa,Humboldt County,14130.5261
Iowa,Hamilton County,54461.9095
Wisconsin,Waukesha County,46661.7735
Florida,Franklin County,203653.7314
Ohio,Ottawa County,121418.8083
Georgia,Forsyth County,176672.0231
Florida,Indian River County,14877.5362
Ohio,Highland County,21725.2922
Texas,Denton County,179036.4862
Texas,Crockett County,831.4006
Minnesota,Clearwater County,8036.9294
Indiana,Crawford County,9933.1854
Alabama,Cullman County,18869.8775
South Carolina,Marlboro County,5064.0288
Mississippi,Harrison County,38085.6259
Tennessee,McMinn County,15684.4261
Kentucky,Marshall County,41198.3027
Georgia,Baldwin County,27111.8641
Minnesota,Goodhue County,47331.2828
Virginia,Richmond City County,655729.6467
Wyoming,Platte County,1657.6644
Oklahoma,Harmon County,1125.0
Mississippi,Coahoma County,296.4497
Texas,Hill County,14553.0828
Indiana,Jasper County,11838.2207
Texas,Bastrop County,21263.2828
South Carolina,Orangeburg County,12093.4441
South Carolina,Allendale County,7824.1974
Texas,Maverick County,4761.9344
Oklahoma,Cotton County,1902.1739
Georgia,Quitman County,1173.9775
Florida,Hernando County,49076.9435
Texas,Gray County,2680.9846
Texas,McLennan County,20007.02
Arkansas,Dallas County,46219.5122
West Virginia,Putnam County,59344.2518
Michigan,Presque Isle County,3365.6204
Minnesota,Mower County,101590.4106
Tennessee,Roane County,26742.2389
Kentucky,McCracken County,77259.1979
New York,Oneida County,20809.5315
Florida,Duval County,98717.2152
Oklahoma,Texas County,2092.5779
Louisiana,Evangeline Parish,6097.8762
Ohio,Noble County,5614.0926
Louisiana,East Feliciana Parish,6819.1965
Ohio,Delaware County,87036.6707
Mississippi,Holmes County,1124.5362
West Virginia,Barbour County,19596.5696
North Dakota,Stutsman County,8994.6072
Wisconsin,Lincoln County,5688.9888
Indiana,Clay County,12181.0288
Oregon,Lane County,9254.5315
Georgia,McIntosh County,18284.6259
West Virginia,Monroe County,2689.8476
Texas,Runnels County,2652.0591
Wisconsin,Jefferson County,30947.6103
Maryland,Talbot County,67790.5803
South Dakota,Hughes County,5854.3977
Tennessee,Benton County,5445.2492
Texas,Lampasas County,9953.4171
Kentucky,Clinton County,7934.4202
Georgia,Walker County,13680.9329
Texas,Guadalupe County,58020.7175
Florida,Washington County,6477.447
Alabama,DeKalb County,5472.9003
Ohio,Stark County,71125.9161
Kentucky,Mercer County,18919.8288
North Carolina,Durham County,49429.9368
Alabama,Limestone County,22903.7004
California,Siskiyou County,2959.5016
Alabama,Tallapoosa County,8725.8251
Florida,Levy County,11335.3981
Virginia,Frederick County,30773.6341
Florida,Saint Johns County,132018.9098
North Carolina,Watauga County,33047.2059
Florida,Osceola County,43270.4659
Kentucky,Grayson County,7512.7909
Ohio,Crawford County,29480.2208
Iowa,Pocahontas County,10926.2278
Tennessee,Lawrence County,13431.3736
South Dakota,Lincoln County,167947.7511
Missouri,Ozark County,2758.6207
Virginia,Isle of Wight County,29375.5169
Wisconsin,Monroe County,14695.9625
Alabama,Etowah County,5050.05
Wisconsin,Sheboygan County,20019.9407
Arkansas,Franklin County,2666.8822
Iowa,Crawford County,31981.683
Louisiana,Cameron Parish,2603.252
Virginia,Radford County,103252.9412
Kentucky,Meade County,30776.1816
Florida,Collier County,268138.6766
North Carolina,Stanly County,18613.8534
Indiana,Orange County,22749.5311
Kentucky,Knott County,4557.8052
South Dakota,Lyman County,2026.3692
Florida,Orange County,353811.6318
Maryland,Queen Annes County,96456.0318
Iowa,Des Moines County,75705.2134
South Dakota,Deuel County,26785.7143
North Carolina,Rockingham County,12062.9803
Mississippi,Wilkinson County,5937.0485
North Carolina,Alleghany County,12095.83
South Dakota,Gregory County,3566.7858
North Carolina,Polk County,25593.4771
Michigan,Dickinson County,6235.2042
Kentucky,Lewis County,4061.7203
South Dakota,Mellette County,1558.2708
Texas,Yoakum County,3794.6599
Pennsylvania,Fayette County,32168.8764
Iowa,Buchanan County,62582.3487
Georgia,Crawford County,4764.9973
Indiana,Kosciusko County,77423.9643
Texas,Rains County,9153.3539
North Carolina,Carteret County,35684.4769
Michigan,Otsego County,6292.4531
Kentucky,Edmonson County,30422.0121
Louisiana,Ouachita Parish,10958.4516
Louisiana,Saint Landry Parish,33963.2162
Texas,Hardeman County,1776.8175
Texas,Winkler County,209080.9969
Iowa,Marshall County,31243.4835
Texas,Liberty County,5569.5663
Pennsylvania,Juniata County,13989.3514
Wisconsin,Buffalo County,9648.2041
Iowa,Ida County,244512.9225
Iowa,Union County,8305.6268
New York,Chemung County,15860.6656
Kentucky,Robertson County,3425.332
Texas,Throckmorton County,3833.9327
Virginia,Spotsylvania County,33974.4067
Kentucky,Anderson County,26346.9748
Pennsylvania,Clarion County,7312.3908
Missouri,Dallas County,6207.5472
Wisconsin,Vernon County,10678.277
Minnesota,Sherburne County,72796.7538
Minnesota,Meeker County,18652.9917
Georgia,Echols County,2876.3014
Mississippi,Warren County,1912.4189
Texas,Nueces County,98677.0928
Georgia,Gwinnett County,169608.6871
Mississippi,Claiborne County,2128.9526
Pennsylvania,Allegheny County,132865.4202
Texas,Stephens County,5576.0215
Texas,Brazos County,25629.9417
Tennessee,Shelby County,59955.3556
Iowa,Lucas County,4410.8731
Georgia,Turner County,5026.6973
Texas,Hockley County,12553.7861
Texas,Hopkins County,8594.1652
Indiana,Jefferson County,25796.8784
Mississippi,Hinds County,8752.8528
Wisconsin,Trempealeau County,9400.6298
Virginia,Middlesex County,47153.9158
Iowa,Boone County,78155.856
North Dakota,Pembina County,2747.9765
Mississippi,Tishomingo County,10727.1393
Texas,El Paso County,81336.5781
Wisconsin,Columbia County,25233.5471
Mississippi,Jones County,5765.1564
Texas,Lavaca County,9067.1962
Mississippi,Lamar County,7532.7247
Virginia,Franklin County,17679.358
Minnesota,Lincoln County,19382.8351
Georgia,Henry County,50324.1965
Texas,Lee County,10477.5356
Wisconsin,Marinette County,14388.6005
Georgia,Colquitt County,15267.2583
Wisconsin,Burnett County,11817.4373
North Dakota,Logan County,1036.3206
Iowa,Floyd County,17724.1289
Michigan,Leelanau County,47185.1699
Georgia,Terrell County,3234.454
Indiana,Parke County,28661.3017
North Carolina,Wilkes County,6793.8336
Georgia,Clay County,3978.9573
Texas,Jefferson County,21173.4778
South Dakota,Brown County,23046.0901
Georgia,Lanier County,3575.2244
Arizona,Santa Cruz County,1666.6667
West Virginia,Morgan County,16673.5024
Indiana,Switzerland County,11104.7797
Michigan,Genesee County,47517.4928
Arkansas,Stone County,9469.2557
Michigan,Emmet County,39188.7505
Ohio,Darke County,33833.9798
California,Los Angeles County,3996.4
Louisiana,East Carroll Parish,513.1888
Minnesota,Redwood County,45602.1416
Minnesota,Waseca County,27048.9399
Tennessee,Wilson County,69072.5493
Kentucky,Hardin County,70166.778
West Virginia,Clay County,2526.1064
Alabama,Colbert County,22757.0382
Michigan,Mason County,43326.2309
Georgia,Ware County,2595.2286
Oklahoma,Lincoln County,3791.8138
Florida,Hillsborough County,141354.8048
Mississippi,Leflore County,6062.4773
Michigan,Sanilac County,32788.4998
Texas,Sutton County,2052.8646
Kentucky,Carroll County,6950.8156
Pennsylvania,Clinton County,5274.0963
Virginia,Lynchburg City County,61226.5515
Texas,Medina County,8275.7054
Georgia,Union County,46374.9224
Kentucky,Pulaski County,29051.271
Florida,Holmes County,11176.5922
Kentucky,Todd County,9004.5929
Georgia,Marion County,3663.5669
Kentucky,Bell County,22837.3123
Texas,Johnson County,42200.5111
Indiana,Lake County,61419.3431
Tennessee,Madison County,12206.1866
Arkansas,Union County,137339.0558
Alabama,Marengo County,2497.973
Texas,Motley County,851.9949
North Carolina,Person County,16357.0167
Oklahoma,Custer County,5141.7782
Texas,Andrews County,5450.0494
